ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Climate_Influence,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
11,Middle East and Central Asia,,MECATMP,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,87.7254045315619,87.7909141929337,87.7162038517185,87.9542390388619,88.1489158676745,88.5168235657523,88.8589784286702,89.9995227712531,91.3847761947349,91.9157619708586,92.2001721530191,92.3507238953383,92.9185295340959,92.6168346895592,92.5547730598538,92.6479438798961,92.6998240704922,93.0957112146186,93.1989181191099,93.1394700531466,99.9469749443673,99.8606372813931,99.9502875166249,100,99.9021991777827,100.064145944684,100.322985334237,100.448537666828,100.53600422944
12,Oceania,,OCETMP,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.0310512782425,95.0727012821701,95.0667676414364,95.2816789787898,95.3687945651679,95.5855539689575,95.8668612942355,96.8541346114827,97.9072190673265,98.5121140179786,98.9385166450589,99.2536922341717,99.4285719473094,99.5083245794589,99.4238861332708,99.0865844915635,99.2209760337121,99.4401137845159,98.870037130451,99.71314040762,99.8249528026913,99.7152217472651,99.9107285295833,100,100.00851949847,100.058536456304,100.072208370877,100.075939305501,100.134543875193
13,Sub-Saharan Africa,,SSA,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.1540462833356,96.2556674142789,96.2157492029723,97.0832137859747,97.3903371035876,97.8138005206958,98.2385063161751,99.3718923985751,99.9180395018371,100.286926489104,100.788450115998,100.988070104078,101.322844943667,101.54325211563,101.736139708047,101.805066445635,102.091572186334,101.886074610165,101.856765249811,102.108248057227,99.9728210425965,100.060846814547,100.003123895946,100,99.8418469641969,99.7483311461412,99.6722090385313,99.7443159714935,99.8634584925432
14,World,,WLD,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,96.5364782175891,96.7998820902408,96.6054527036818,97.1355073787045,97.2895256558427,97.5271011183868,97.8182924808109,98.5046355041426,99.0122262075803,99.1753829046093,99.3366171088283,99.4785597296404,99.86269957209,99.7587211040852,99.8164835850347,99.7820740154145,99.8657699738102,99.8779141358982,99.8721271627237,99.8946555880588,99.8569531533365,99.9179153034682,99.9547278619538,100,99.9063406907399,100.018643761419,100.107308893032,100.120086405996,100.168537998631
15,"Andorra, Principality of",AD,AND,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.040504050405,86.0846084608461,86.8408657556413,87.9931674760557,89.0370899725128,89.739161648398,95.679768136657,79.4597797499691,79.4597797499691,79.4597797499691,79.4597797499691,78.5778577857786,79.6221287805144,79.6221287805144,80.6662353754205,77.8759505097231,77.8759505097231,85.7065706570657,85.7065706570657,87.7945957953328,88.8386980213179,93.8971932885905,95.8055805580558,100,100,100.000209219027,100,100,99.9173800345997
16,United Arab Emirates,AE,ARE,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,69.2646293223085,73.4629612383455,77.245903583284,83.1938785013199,89.8016955647531,90.0466104735398,85.0948774280423,73.2345663620974,77.3072184402209,79.4426590412563,80.3471117902848,78.1565875027114,77.9444968740316,79.2091017512848,75.404600145722,73.965616459115,75.7932385216195,101.849976259651,100.476973509389,97.7163477039659,95.9565057274249,95.3402045486815,99.9729786211863,100,100.868179229713,101.226252509846,100.33187353615,105.054295991987,106.56432119103
17,"Afghanistan, Islamic Rep. of",AF,AFG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,98.592111874563,98.6993192636727,98.6767692599288,98.8813615121543,99.0586123162926,99.1714834241088,99.3535809399885,99.8956634691626,100.085910148905,99.4828312782896,99.2976499177592,98.3720775963357,99.0098781764908,99.4568730784819,99.3058019663022,99.4886384628835,99.7059139498756,99.9761306244638,100.100656129926,100.128157221073,100.217256271759,100.216880645274,100.058216507581,100,98.9383496718864,98.4135006858427,98.2502924224588,98.4912235827945,98.4784264852396
18,Antigua and Barbuda,AG,ATG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,84.8314801091648,85.6823377030658,85.960880195599,85.9511002444988,87.3738933414691,88,89.1346679403882,90.2738386308069,91.1246943765281,87.4863625348234,85.2127139364303,83.1933347415967,82.7385660276152,82.7382065893025,84.4399143844016,85.5792762127295,86.39590035578,88.3033702911746,88.8754986732805,89.7263562671815,90.8608330590495,94.2640586797066,99.1491442542787,100,100,100.865525672372,103.364527700457,103.364527700457,103.258329682464
19,Anguilla,AI,AIA,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,76.2051025519474,76.2051025519474,76.2051025519474,76.2051025519474,76.2051025519474,85.6898578051941,90.5140005633109,90.5140005633109,90.5140005633109,90.5140005633109,90.5151267375307,90.5140005633109,90.5162529397744,90.5162529397744,90.5162529397744,90.5162529397744,90.5162529397744,90.5162529397744,90.5162529397744,90.5162529397744,90.5162529397744,95.2575633687653,100,100,100,100,100,100,100.387195083871
20,Albania,AL,ALB,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.1926672267503,95.1793193077841,95.1919712281185,95.5462092576212,95.5024152205885,95.880990805153,95.8439250663058,95.6429402046189,94.9891433743883,94.8481732024108,94.8638793799296,94.7091769991115,94.4395618602652,93.2163585235905,94.3712205127775,94.3475374900153,99.135003696097,98.9595773514791,101.652932520084,101.063978205496,100.595075346441,100.254646207436,100.081399753483,100,99.1645060516606,98.7078954531214,97.6859604194067,97.0291277432282,96.8420169997519
21,"Armenia, Rep. of",AM,ARM,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,94.63367708581,94.9270967686479,94.1046409084666,97.3406193351005,98.3940433195655,101.145952360184,102.787783229652,102.678301321208,102.568181541139,102.905914761352,103.238521497359,102.63327038976,100.560456784166,100.667144464629,100.557564543414,100.038747379144,100.126630355974,100.341766759825,99.9661875880168,100.353390970295,99.9858970269022,99.8299644391417,100.019187783275,100,99.0531769350697,99.0484865030338,98.7766464284189,98.544105818315,98.4572706251433
22,Angola,AO,AGO,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.7352995579515,85.7408374862209,85.7456120864648,85.6823804591892,85.7051922675943,86.1008154925904,86.7066528379277,90.5372483054448,93.2019961153516,92.8596143874197,94.2128459537987,94.9274851595711,94.7321119707837,94.68166459323,95.2767302972431,96.0629471545805,96.2680065914664,98.0073729910334,98.5009218782889,99.4037877746449,99.5689957738336,99.8858081031535,99.9875247470096,100,100.07753457031,99.890054368077,100.86437499134,102.03506589108,102.782753295253
23,Argentina,AR,ARG,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,92.3983769605165,92.4166972350848,92.4343804153789,92.8604559083511,93.1643247661329,93.6307659792012,94.3492036634718,95.4811895124961,95.9109690574864,96.704942803132,97.0928588818905,97.8344039721466,98.5687357684344,99.0615687329654,99.3792085496231,99.6244664974727,99.6960127678299,99.6930461973439,100.031638871414,100.139225734314,100.24031054481,100.229195964948,100.090980911295,100,99.7579503893396,99.6482261500787,99.3808785029694,99.4070805663969,99.3867352927001
24,American Samoa,AS,ASM,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,48.7107364326728,46.8683297758805,45.217223960438,43.9300960512273,42.8276280784751,41.7854107538227,41.2986926360726,46.3328133847459,56.4798412575615,66.6969061345936,76.9843916755603,87.3432497331911,88.1215592340075,88.7706776947706,89.607344252032,90.3098319103522,91.3587246531484,92.4059498399146,93.507738367811,94.6671558164354,95.8911419423693,97.1834978655283,98.550893810032,100,101.538648184652,103.173359124867,105.056029882604,105.056029882604,104.863703714759
25,Austria,AT,AUT,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,95.9195510437357,95.3372566206517,95.5437169644095,94.9467298622885,94.9539376985058,95.1025941183944,95.3380313269885,96.5794987408828,96.8389754161181,97.056491224634,97.3163450017561,97.5197318514526,98.9893820478055,99.0550196214179,98.8987816638293,98.8929341037454,99.0439607254962,99.0029111772392,99.4068215892869,99.5634657405072,99.6386847996346,99.7434672940762,100.017836437753,100,99.8239279252843,99.7954798505448,99.8333126748525,99.7192528749055,100.028461775557
26,Australia,AU,AUS,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,94.78523093846,94.8175753517991,94.8081173090794,95.0311851493593,95.1516799238288,95.3613726069585,95.6785350055107,96.6605385835684,97.7288930256353,98.3679970592779,98.8138962109835,99.1705391035741,99.3942025813161,99.4489213555432,99.3500024100408,99.0453212572686,99.2144908429931,99.4640359737196,98.858430922064,99.7398078283065,99.8348481841015,99.7175923960405,99.8955558581673,100,99.9731590097404,100.024419700212,100.00668652149,99.9638432192403,99.9974268232357
27,"Aruba, Kingdom of the Netherlands",AW,ABW,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,32.3305181465419,32.3305181465419,32.3305181465419,32.3305181465419,32.3305181465419,32.3305181465419,33.1250409279376,33.1250409279376,33.3896370691623,33.3896370691623,33.3896370691623,33.3896370691623,33.3896370691623,33.3896370691623,33.9235736830915,33.9235736830915,34.9828806208628,36.5761241725633,37.3706704845779,40.2921707372746,44.0079733959093,62.3145400593472,94.9554896142433,100,100,126.801397203815,133.699327473651,136.616453510994,137.063837472903
28,"Azerbaijan, Rep. of",AZ,AZE,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,91.4665892531766,91.5639030192529,91.7188326853705,92.3279984478288,94.9437202351753,95.24636764903,95.9065065506499,97.0977154237051,97.6992292750476,98.5475393902743,98.8834980834082,99.0228524667323,99.266506233533,99.5281653161135,99.6189954649622,99.5450611446076,99.5323879102305,99.6664483810799,99.8271968264596,99.9161184600566,99.891269640464,100.139844466239,100.060931842288,100,99.2318062126854,99.6386179103251,99.4063573569831,99.2301194121811,99.2157703838723
29,Bosnia and Herzegovina,BA,BIH,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,85.4118703654863,86.2630241620791,87.1327368391246,88.3575129057511,90.0261265589171,91.0765490292324,94.8282505407508,97.6211124769819,100.721009368,100.991497534979,101.259569246473,101.572665810209,102.049063158185,102.136694440105,101.809660426057,101.711842512197,101.447108663566,99.9867284672782,99.7775821866229,100.149981578132,99.9564057556433,99.9284075752752,99.7669069724892,100,100.174403999302,100.529737446966,101.286992966091,100.762396031312,101.567374864643
30,Barbados,BB,BRB,Climate Altering Land Cover Index,Index,"Food and Agriculture Organization of the United Nations (FAO). 2022. FAOSTAT Land, Inputs and sustainability, Land, Land Cover. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/LC. Accessed on 2022-09-30; IMF staff calculations.",ECCCA,Climate Altering Land Cover Index,"Environment, Climate Change, Climate Indicators, Land Cover Accounts, Climate Altering Land Cover Index",Climate altering,103.257708714634,103.404168884665,103.489687486316,103.542107281351,103.640634707555,103.643061307571,103.652184238275,103.332645271569,103.416211125646,103.44941851744,103.151775679108,103.157485402762,102.720680479924,102.822256929746,102.891461352011,102.994367774935,103.093989950319,103.127090415943,102.785765373893,102.297873272125,101.749040272081,101.368798260083,100.976514034652,100,98.7496602875114,98.7946839101432,98.7946839101432,98.8213227459166,98.7994278124042
