ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F1992,F1993,F1994,F1995,F1996,F1997,F1998,F1999,F2000,F2001,F2002,F2003,F2004,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020
11,Africa,,AFRTMP,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,55811.7552,57006.7484,56766.9408,56527.1333,56287.3259,56047.5177,55807.7105,55567.9025,55328.0951,55079.0878,54830.0808,54581.0739,54332.0665,54083.0598,53834.0528,53585.0458,53336.0385,53087.0315,52838.0245,52532.0036,52890.579,52578.6891,52266.7998,51954.91,51666.6077,51265.4387,50960.3994,50654.3608,50343.8299
12,Africa,,AFRTMP,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,685614.0711,702769.4832,699668.6553,696567.8275,693466.9996,690366.1717,687265.3438,684164.5159,681063.688,677834.8392,674605.9904,671377.1416,668148.2928,664919.444,661690.5952,658461.7464,655232.8976,652004.0488,648775.2,645042.838,668200.15,664293.54,660386.93,656480.32,652479.3843,648546.99,644616.828,640606.55,636636.97
13,Africa,,AFRTMP,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,102.141113813242,101.711441606839,101.28176957961,100.852097731555,100.422424450109,99.9927529604015,99.5630800373037,99.1334081892483,98.6872525377951,98.2410974238631,97.7949424891049,97.348786658478,96.9026320820672,96.4564769681352,96.0103218542032,95.5641662027501,95.1180110888181,94.6718559748861,94.1235469333529,94.766019829457,94.2071950820855,93.6483714097564,93.0895468415586,92.5729848754156,91.854195440175,91.3076451679126,90.7593044126303,90.2029146361625
14,Africa,,AFRTMP,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,102.502196618059,102.049926451692,101.59765629991,101.145386133543,100.693115967176,100.240845800809,99.7885756344419,99.3363054680748,98.8653628582156,98.3944202483565,97.9234776384974,97.4525350286382,96.981592418779,96.5106498089199,96.0397071990607,95.5687645892015,95.0978219793424,94.6268793694832,94.0824970183433,97.4600986423658,96.8903014102681,96.3205041781704,95.7507069460727,95.1671518720672,94.5935938799316,94.0203614791301,93.4354437872329,92.8564620878592
15,Africa,,AFRTMP,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2617083.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2727183.5,2742041.4922,2742046.0092,2742045.2252,2742049.8665,2742046.089,2742049.3284,2742118.1055,2742146.405,2992139.4142,2992136.6326,2992131.9467,2992137.4128,2992138.1968,2992137.0053,2992138.5143,2992139.7404,2992135.1094
16,Africa,,AFRTMP,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,26.1976383672894,25.7690574616633,25.655356718754,25.5416559795115,25.4279552366021,25.3142544936929,25.2005537507835,25.0868530078742,24.9731522649649,24.8547572688086,24.7363622726524,24.6179672764961,24.3668192002423,24.2490257920213,24.1312794230714,24.0134854746632,23.8957652910552,23.7779839351194,23.6596373693285,23.5232822297101,22.3318521466238,22.2013103533566,22.0707823640042,21.9401795248994,21.8064588392945,21.6750432500659,21.5436827178706,21.4096467939148,21.2770127926363
17,Albania,AL,ALB,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,784.9,782.95,781,779.05,777.1,775.15,773.2,771.25,769.3,770.577,771.854,773.131,774.408,775.685,776.962,778.239,779.516,780.793,782.07,783.4935,784.917,786.3405,787.764,789.1875,789.18,788.9025,788.9,788.9,788.9
18,Albania,AL,ALB,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.7515607083705,99.503121416741,99.2546821251115,99.006242833482,98.7578035418525,98.509364250223,98.2609249585934,98.0124856669639,98.17518155179,98.3378774366161,98.5005733214422,98.6632692062683,98.8259650910944,98.9886609759205,99.1513568607466,99.3140527455727,99.4767486303988,99.6394445152249,99.8208051981144,100.002165881004,100.183526563893,100.364887246783,100.546247929673,100.545292393936,100.509937571665,100.509619059753,100.509619059753,100.509619059753
19,Albania,AL,ALB,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740,2740
20,Albania,AL,ALB,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,28.6459854014599,28.5748175182482,28.5036496350365,28.4324817518248,28.3613138686131,28.2901459854015,28.2189781021898,28.1478102189781,28.0766423357664,28.1232481751825,28.1698540145985,28.2164598540146,28.2630656934307,28.3096715328467,28.3562773722628,28.4028832116788,28.4494890510949,28.4960948905109,28.542700729927,28.5946532846715,28.6466058394161,28.6985583941606,28.7505109489051,28.8024635036496,28.8021897810219,28.7920620437956,28.7919708029197,28.7919708029197,28.7919708029197
21,Algeria,DZ,DZA,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,30.8266,30.6701,30.5136,30.3571,30.2006,30.0441,29.8876,29.7312,29.5747,30.2307,30.8868,31.5428,32.1989,32.8549,33.5109,34.167,34.823,35.4791,36.1351,36.3057,36.4763,36.6468,36.8174,36.988,36.8706,36.6061,36.1682,36.5114,36.7192
22,Algeria,DZ,DZA,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1649.4,1640.6,1631.8,1623,1614.2,1605.4,1596.6,1587.8,1579,1612.9,1646.8,1680.7,1714.6,1748.5,1782.4,1816.3,1850.2,1884.1,1918,1925.6,1933.2,1940.8,1948.4,1956,1956,1943,1930,1939,1949
23,Algeria,DZ,DZA,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.4923215664394,98.9846431328787,98.4769646993181,97.9692862657575,97.4616078321969,96.9539293986362,96.4465753602408,95.9388969266802,98.066929210487,100.195285889459,102.323318173266,104.451674852238,106.579707136045,108.707739419852,110.836096098824,112.964128382631,115.092485061603,117.220517345409,117.773935497265,118.327353649121,118.880447405812,119.433865557668,119.987283709524,119.606443785562,118.74841857357,117.327892145095,118.441216352112,119.115309505427
24,Algeria,DZ,DZA,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.4664726567237,98.9329453134473,98.399417970171,97.8658906268946,97.3323632836183,96.7988359403419,96.2653085970656,95.7317812537893,97.787074087547,99.8423669213047,101.897659755062,103.95295258882,106.008245422578,108.063538256336,110.118831090093,112.174123923851,114.229416757609,116.284709591367,116.745483206014,117.206256820662,117.66703043531,118.127804049958,118.588577664605,118.588577664605,117.800412271129,117.012246877652,117.557899842367,118.164180914272
25,Algeria,DZ,DZA,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174,238174.1,238174.1,238174.1,238174.1,238174.1,238174.1
26,Algeria,DZ,DZA,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,0.692518914743003,0.688824136975489,0.685129359207974,0.68143458144046,0.677739803672945,0.67404502590543,0.670350248137916,0.666655470370401,0.662960692602887,0.677193984230017,0.691427275857146,0.705660567484276,0.719893859111406,0.734127150738536,0.748360442365665,0.762593733992795,0.776827025619925,0.791060317247055,0.805293608874184,0.808484553309765,0.811675497745346,0.814866442180926,0.818057386616507,0.821247986241997,0.821247986241997,0.815789794104397,0.810331601966797,0.814110350369751,0.818308959706366
27,American Samoa,AS,ASM,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1.1817,1.1956,1.2095,1.2234,1.2373,1.2512,1.2651,1.279,1.2929,1.3036,1.3144,1.3251,1.3359,1.3466,1.3573,1.3681,1.3788,1.3896,1.4003,1.4101,1.4199,1.4297,1.4395,1.4493,1.4611,1.4727,1.4847,1.4938,1.5054
28,American Samoa,AS,ASM,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,18.002,17.968,17.934,17.9,17.866,17.832,17.798,17.764,17.73,17.7,17.67,17.64,17.61,17.58,17.55,17.52,17.49,17.46,17.43,17.4,17.37,17.34,17.31,17.28,17.25,17.22,17.19,17.16,17.13
29,American Samoa,AS,ASM,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,101.176271473301,102.352542946602,103.528814419904,104.705085893205,105.881357366506,107.057628839807,108.233900313108,109.410171786409,110.31564694931,111.229584496911,112.135059659812,113.048997207413,113.954472370314,114.859947533215,115.773885080816,116.679360243717,117.593297791318,118.498772954219,119.328086654819,120.15740035542,120.986714056021,121.816027756622,122.645341457223,123.643902851824,124.625539477025,125.641025641026,126.411102648726,127.392739273927
30,American Samoa,AS,ASM,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.8111320964337,99.6222641928675,99.4333962893012,99.2445283857349,99.0556604821687,98.8667925786024,98.6779246750361,98.4890567714698,98.3224086212643,98.1557604710588,97.9891123208532,97.8224641706477,97.6558160204422,97.4891678702366,97.3225197200311,97.1558715698256,96.98922341962,96.8225752694145,96.655927119209,96.4892789690035,96.3226308187979,96.1559826685924,95.9893345183869,95.8226863681813,95.6560382179758,95.4893900677703,95.3227419175647,95.1560937673592
31,American Samoa,AS,ASM,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
32,American Samoa,AS,ASM,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,90.01,89.84,89.67,89.5,89.33,89.16,88.99,88.82,88.65,88.5,88.35,88.2,88.05,87.9,87.75,87.6,87.45,87.3,87.15,87,86.85,86.7,86.55,86.4,86.25,86.1,85.95,85.8,85.65
33,Americas,,AMETMP,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,143539.8246,143225.9246,142912.0242,142598.1243,142284.2241,141970.3242,141656.4242,141342.524,141028.624,140665.6924,140302.7613,139939.8301,139576.8985,139213.967,138851.0357,138488.1041,138125.173,137762.2417,137399.3103,137308.0556,137216.9093,137125.7636,137034.6174,136943.4716,136837.4255,136673.0453,136627.0998,136434.7939,136258.1466
34,Americas,,AMETMP,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1710039.454,1704648.846,1699258.238,1693867.63,1688477.022,1683086.414,1677695.806,1672305.198,1666914.59,1661853.906,1656793.222,1651732.538,1646671.854,1641611.17,1636550.486,1631489.802,1626429.118,1621368.434,1616307.75,1613645.89,1610987.79,1608329.69,1605671.59,1603013.49,1600003.02,1596205.1886,1593849.66,1591309.3,1588889.18
35,Americas,,AMETMP,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.7813150455807,99.5626298124932,99.343944927741,99.1252598339876,98.9065749492354,98.6878899948161,98.4692049010627,98.2505199466435,97.9976761097422,97.7448326211763,97.4919890629433,97.239145226042,96.9863014588078,96.7334578309078,96.4806139940065,96.2277705054407,95.9749268775406,95.7220831799735,95.6585086979408,95.5950097350196,95.5315111901008,95.4680122968466,95.4045136822607,95.3306344642141,95.2161155838559,95.1841066970344,95.0501327977797,94.9270677874299
36,Americas,,AMETMP,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,99.684767039299,99.369534078598,99.0543011178969,98.7390681571959,98.4238351964948,98.1086022357939,97.7933692750928,97.4781363143917,97.1821967097141,96.8862571050364,96.5903175003587,96.294377895681,95.9984382910033,95.7024986863256,95.406559081648,95.1106194769703,94.8146798722926,94.5187402676149,94.3630795316142,94.2076386735812,94.0521978155482,93.8967569575152,93.7413160994822,93.565269284132,93.3431790048044,93.2054319724485,93.0568763356732,92.9153521156126
37,Americas,,AMETMP,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,3854096.6,3854096.6,3854096.6,3854096.6,3854096.6,3860971.6,3858123.6,3858123.6,3858419.6,3858419.6,3858318.6,3858319.6,3858320.6,3858323.6,3858322.6,3858323.6,3856873.6,3856873.6,3856873.6,3856828.9,3856807.5,3856564.6,3856522.6,3856530.6,3856524.6,3856500.6,3856506.6,3856506.6,3856506.6
38,Americas,,AMETMP,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,44.3693978505884,44.2295308840988,44.0896639176091,43.9497969511195,43.8099299846299,43.5923023624416,43.4847604674977,43.3450394901812,43.2020040018457,43.0708444980945,42.940809035314,42.8096350027613,42.678461038204,42.5472650868372,42.4161133130755,42.2849395525041,42.1696245892009,42.0384125111075,41.9072004330139,41.8386693275401,41.7699817789713,41.7036885626135,41.6352179551599,41.566206942582,41.4882098768409,41.389989375342,41.3288456449161,41.2629735937701,41.2002193902637
39,"Andorra, Principality of",AD,AND,Carbon stocks in forests,Million tonnes,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898,1.3898
40,"Andorra, Principality of",AD,AND,Forest area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
41,"Andorra, Principality of",AD,AND,Index of carbon stocks in forests,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
42,"Andorra, Principality of",AD,AND,Index of forest extent,Index,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
43,"Andorra, Principality of",AD,AND,Land area,1000 HA,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
44,"Andorra, Principality of",AD,AND,Share of forest area,Percent,"Food and Agriculture Organization of the United Nations (FAO), 2022. FAO, 2022 FAOSTAT Land, Inputs and Sustainability, Land Use http://www.fao.org/faostat/en/#data/RL, Rome, FAO. Accessed on: 03-28-2023; IMF staff calculations.",,,,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894,34.0425531914894
